Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002313,27.6,percent,26.3,28.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002314,29.9,percent,28.5,31.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002315,31.2,percent,29.6,32.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002316,33.6,percent,32.6,34.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002317,24.3,percent,22.5,25.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002318,28.9,percent,27.6,30.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002319,43.1,percent,41.7,44.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002402,25.6,percent,24.4,26.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002403,26.6,percent,25.5,27.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002407,23.4,percent,22.6,24.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002409,29.3,percent,28.3,30.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002410,29.5,percent,28.4,30.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002411,37.1,percent,35.7,38.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002412,34.2,percent,33,35.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002413,37,percent,35.5,38.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002419,29.2,percent,27.9,30.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002421,23.3,percent,22.2,24.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002422,28.2,percent,27.2,29.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002423,27.4,percent,26.2,28.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002424,28.5,percent,27.6,29.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002425,23.9,percent,23,24.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002426,29.2,percent,28.1,30.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002427,34.2,percent,32.8,35.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002428,24.7,percent,23.5,25.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002429,20,percent,18.7,21.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002430,33.2,percent,31.7,34.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002431,30.9,percent,29.4,32.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002432,33.4,percent,32,34.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002433,29.9,percent,28.6,31,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002435,32.1,percent,30.7,33.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who are Obese,This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.,Census Tract,48453002500,20.7,percent,19.8,21.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
